title,description,email,url,thumbnail,Keyword1,Keyword2,Keyword3
Corps of Cadets Triathlon Team,"The purpose of the Texas A&M Corps of Cadets Triathlon Team is to allow cadets to train in swimming, cycling, and running in order to compete and win in various triathlon races. With the aid of the Corps of Cadets Association, we demonstrate leadership and high athletic performance to develop ourselves and the Corps.",,https://getinvolved.tamu.edu/org/corps-triathlon,https://getinvolved.tamu.edu/images/tamu-logo-white.png,Military,Leadership,Training
Corps of Cadets Women's Soccer Team,"The purpose of the Corps Women's Soccer Team (CWST) is to allow any eligible person to participate in a competitive atmosphere in soccer at the regional and national levels in the Texas Collegiate Soccer League and/or intramural league . The CWST aims to promote and develop positive attitudes and strong work ethics that pertains to the sport of soccer. The CWST will strive to effectively develop the technical and physical condition of each player. The CWST will provide an opportunity for teamwork and leadership through practice, team play, and bonding; provide the opportunity for non-varsity athletes to represent Texas A&M as a wholesome, competitive sphere of athletics; help foster friendships and further the individual development of self in each player; and provide real-life experience to help define fundamental skills of soccer.",,https://getinvolved.tamu.edu/org/cwst,https://getinvolved.tamu.edu/images/tamu-logo-white.png,Soccer,Cwst,Provide
Corps Operations,The Corps of Cadets develops well-educated leaders of character prepared for the global leadership challenges of the future.,corpsim@tamu.edu,https://getinvolved.tamu.edu/org/corps-staff,https://getinvolved.tamu.edu/images/tamu-logo-white.png,Military,Leadership,Training
Corps Scholarship Program,,,https://getinvolved.tamu.edu/org/corps-scholarships,https://getinvolved.tamu.edu/images/tamu-logo-white.png,Scholarship,Program,Nan
Corps String Ensemble,The Corps String Ensemble seeks to provide a relaxing place to play music with fellow members of the Corps of Cadets while cultivating the skills of individuals in the ensemble and providing a platform to practice team-building.,,https://getinvolved.tamu.edu/org/cse,https://getinvolved.tamu.edu/images/tamu-logo-white.png,Military,Leadership,Training
Cosplay Club,"Cosplay Club is dedicated to building a cosplay community at Texas A&M University by providing resources, learning opportunities, and a welcoming atmosphere to students and community members.",tamucosplay@gmail.com,https://getinvolved.tamu.edu/org/cosplay,https://getinvolved.tamu.edu/storage/organizations/452/images/icon.png,Cosplay,Community,Welcoming
Council for Minority Student Affairs,"The Council for Minority Student Affairs aims to create awareness, provide resources, and take action to empower the immigrant, undocumented, and other underrepresented communities.",cmsa.tamu@gmail.com,https://getinvolved.tamu.edu/org/cmsadreamscom,https://getinvolved.tamu.edu/storage/organizations/453/images/icon.png,Minority,Council,Affairs
"Council of Arts, Social Sciences, and Humanities","The Council of Arts, Social Sciences, and Humanities is an academic and professional organization that links those with academically inclusive majors and disciplines to Texas A&M University. The council works to convey concerns and special interests from the undergraduate student body to the faculty, staff, and deans of the College of Arts and Sciences, The Bush School of Government and Public Service, and the School of Performance, Visualization, and Fine Arts. The council strives to advocate for the arts, social sciences, and humanities disciplines and assist in the development and refinement of marketable skills for students pursuing a career. Another goal of the council is to promote these disciplines as beneficial paths to enrich students careers and personal lives. Our council will focus on innovation in both the university and community through various forms such as advertising, university involvement, community outreach, and student diversity. The three pillars of this organization are advocacy, community, and enrichment.",cashtamu@gmail.com,https://getinvolved.tamu.edu/org/lasc,https://getinvolved.tamu.edu/images/tamu-logo-white.png,Council,Arts,Sciences
Courageous Conversations for Black Women,"Courageous Conversations is a wellbeing collaboration designed to positively impact the collegiate experiences of undergraduate women through themed dialogues. Given the process of forming an identity, wherein a sense of self develops through growth in self-understanding, self-concept, individual differences from others, and social roles, Courageous Conversations target the psychological and emotional wellness of women through the lens of lived experiences, how they see themselves, and how they experience campus.",courageousbw@gmail.com,https://getinvolved.tamu.edu/org/cbw,https://getinvolved.tamu.edu/images/tamu-logo-white.png,Women,Conversations,Courageous
Creative Writing Techniques Club,"To provide a medium for all students to express their passion for writing. All types of writing are welcome, from poetry, prose, screenwriting, fiction, non-fiction, fantasy, memoir, etc. As well as to help writers improve and hone their skill through practice, workshops, and discussions. For those seeking a career in creative writing, there will be assistance for writers seeking to publish, as well as help with balancing both academic and creative goals.",cwtctamu@gmail.com,https://getinvolved.tamu.edu/org/cwtc,https://getinvolved.tamu.edu/storage/organizations/456/images/icon.jpg,Writing,Creative,Help
Criminal Law Society,"The Texas A&M University School of Law Criminal Law Society will to strive to promote dialogue and activity regarding criminal justice practice, scholarship, and policymaking. We will work to provide a forum for students to meet and learn from each other and from professors, professionals, and speakers from a wide range of backgrounds, interests, and ideologies in criminal justice. We will strive to create a non-biased environment where students of all backgrounds and beliefs can learn from, and connect with lawyers and other professionals in the criminal justice community.",tamulawcriminallawsociety@gmail.com,https://getinvolved.tamu.edu/org/457,https://getinvolved.tamu.edu/images/tamu-logo-white.png,Law,Traditions,Outreach
Critical Incident Response Team,"Texas A&M University and the Division of Student Affairs have developed a Critical Incident Response Team (CIRT), consisting of university administrators and staff, to best respond to the critical incidents involving students. CIRT is available 24/7, 365 days a year to help students on and off campus during a critical incident.",,https://getinvolved.tamu.edu/org/cirt,https://getinvolved.tamu.edu/images/tamu-logo-white.png,Critical,Incident,Team
Cultural Awareness and Diversity Expansion Team,"The purpose of the Cultural Awareness and Diversity Expansion Team (C.A.D.E.T.) is to enhance the Corps leadership development program, focusing on diversity and cultural awareness within the University and the Corps of Cadets; to increase minority enrollment and retention in the Corps of Cadets; and to engage in community service and outreach within the Bryan/College Station area.",a232001460@exchange.tamu.edu,https://getinvolved.tamu.edu/org/cadet,https://getinvolved.tamu.edu/images/tamu-logo-white.png,Military,Leadership,Training
Cupcakes For A Cause,"The general purpose of Cupcakes For A Cause is to bring together students who either love baking or would like to learn how to bake, and raise money for local non-profit organizations in the Bryan-College Station area.",cfactamu@gmail.com,https://getinvolved.tamu.edu/org/cfac,https://getinvolved.tamu.edu/images/tamu-logo-white.png,Cause,Cupcakes,Learn
Dance Arts Society,"The purpose and objectives of this organization shall be to allow members to choreograph dances (ballet, tap, jazz, hip hop, modern, contemporary, etc) for members of the Bryan/College Station Community, who want to perform in a show at the end of each semester.",tamudaspresident@gmail.com,https://getinvolved.tamu.edu/org/das,https://getinvolved.tamu.edu/storage/organizations/460/images/icon.jpg,Members,Want,Hip
David Gilbert Leadership Conference,"The Gilbert Leadership Conference exists to serve the students of Texas A&M University by providing freshman the opportunity to develop themselves as leaders, to network and interact with one another, and to understand the leadership opportunities that are available across campus during their time at Texas A&M. In keeping with the traditions of the Student Government Association and Texas A&M University, the conference focuses on the values of character, service, and involvement, as well as the betterment of the Texas A&M student body.",gilbertleadershipconference@gmail.com,https://getinvolved.tamu.edu/org/glc,https://getinvolved.tamu.edu/storage/organizations/461/images/icon.jpeg,Conference,Leadership,University
Davis-Gary Hall Council,"The purpose of Davis-Gary Hall Council is to encourage residents to take advantage of all activities and experiences offered by the University and the community. To help develop a desirable atmosphere for learning and to achieve a spirit of fellowship among the residents of Davis-Gary Residence Hall. To provide an avenue by which the residents may express ideas, concerns and opinions to the University. To encourage high standards of character, leadership, scholarship, sportsmanship and school spirit.",clemence.fichet@tamu.edu,https://getinvolved.tamu.edu/org/davis-gary,https://getinvolved.tamu.edu/images/tamu-logo-white.png,Hall,Residents,Davis
Deaf Aggies & Friends,To provide connections and educational opportunities for individuals within or interested in the local Deaf/Hard of Hearing community.,deafaggies1986@gmail.com,https://getinvolved.tamu.edu/org/deaf,https://getinvolved.tamu.edu/images/tamu-logo-white.png,Deaf,Provide,Opportunities
Deeper Life Campus Fellowship,"The DLCF has a divine mandate and mission to impact, build, and engage interested students and employees of Texas A&M University to be their best for Jesus Christ.",,https://getinvolved.tamu.edu/org/dlcf,https://getinvolved.tamu.edu/images/tamu-logo-white.png,Religious,Faith,Community
Delight Ministries,"Delight TAMU is a college women's community that grows together, serves together, learns together, and does life together all while chasing the heart of God. Our 4 main purposes are to grow, serve, learn, and live together.",delight.tamu@gmail.com,https://getinvolved.tamu.edu/org/delight,https://getinvolved.tamu.edu/storage/organizations/464/images/icon.PNG,Delight,Women,Tamu
Delta Company,The purpose of Delta Company is to provide a place for veterans of the U.S. Military to participate in the Corps of Cadets in an environment both conducive and respectful to their service. D Co affords its members the opportunity of participating in and passing on the traditions of the Texas A&M Corps of Cadets. Our mission on campus is to mentor traditional cadets in reaching their military or professional goals.,,https://getinvolved.tamu.edu/org/delta-company,https://getinvolved.tamu.edu/images/tamu-logo-white.png,Military,Leadership,Training
Delta Delta Delta,"The Purpose of Delta Delta Delta shall be to establish a perpetual bond of friendship among its members, to develop a stronger and more womanly character, to broaden the moral and intellectual life, and to assist its members in every possible way.",aggietrideltapresident@gmail.com,https://getinvolved.tamu.edu/org/delta-delta-delta,https://getinvolved.tamu.edu/storage/organizations/466/images/icon.jpeg,Delta,Members,Womanly
Delta Eta Pi Dance Honor Society,"Delta Eta Pi is an organization dedicated to the advancement of dance and dance education in secondary schools, studios, colleges, universities, and other institutions of higher learning that offer programs in dance instruction in one or more genres; and to recognize and encourage academic excellence, dance technique, choreography, scholarship, and service to the school and community.",deptamudance@gmail.com,https://getinvolved.tamu.edu/org/dep,https://getinvolved.tamu.edu/images/tamu-logo-white.png,Dance,Delta,Eta
Delta Gamma,,aggiedgpresident@gmail.com,https://getinvolved.tamu.edu/org/delta-gamma,https://getinvolved.tamu.edu/images/tamu-logo-white.png,Nan,Gamma,Delta
Delta Kappa Delta (formerly B.E.T.I.S.),"Delta Kappa Delta commits itself to fostering of a united sxsterhood, the development of indomitable spirit, the betterment of community through humanitarian services, and the education of ourselves and others about the Indian Subcontinental culture. Furthermore, we dedicate ourselves to personal cultural enrichment through awareness and preservation of traditions and morals.",dkd.presidentalpha@gmail.com,https://getinvolved.tamu.edu/org/dkd,https://getinvolved.tamu.edu/storage/organizations/471/images/icon.png,Delta,Kappa,United
Delta Sigma Phi,"This organization has been established to provide the men of Aggieland an opportunity to better their campus, their community, and most importantly an opportunity to better themselves. Our organization seeks to build the better man and create excellent, strong-willed leaders.",deltasig.thetaupsilon@gmail.com,https://getinvolved.tamu.edu/org/472,https://getinvolved.tamu.edu/images/tamu-logo-white.png,Better,Opportunity,Willed
Delta Sigma Pi,"Delta Sigma Pi is a professional fraternity organized to foster the study of business in universities; to encourage scholarship, social activity and the association of students for their mutual advancement by research and practice; to promote closer affiliation between the commercial world and students of commerce, and to further a higher standard of commercial ethics and culture and the civic and commercial welfare of the community.",tamudeltasigmapi@gmail.com,https://getinvolved.tamu.edu/org/dsp,https://getinvolved.tamu.edu/images/tamu-logo-white.png,Research,Academic,Development
Delta Sigma Theta Sorority,"Delta Sigma Theta Sorority, Incorporated. is a private, not for profit organization whose purpose is to provide assistance and support through established programs in local communities throughout the world. The Omicron Omega Chapter of Delta Sigma Theta at Texas A&M serves the Bryan/College Station community.",oqdstpresident@gmail.com,https://getinvolved.tamu.edu/org/delta-sigma-theta,https://getinvolved.tamu.edu/images/tamu-logo-white.png,Sigma,Delta,Theta
Delta Tau Delta,,,https://getinvolved.tamu.edu/org/delt,https://getinvolved.tamu.edu/images/tamu-logo-white.png,Delta,Tau,Nan
Delta Xi Nu,"Our purpose transcends more than just providing a social outlet. It's about creating a true sisterhood that carries beyond the collegiate level and helps to achieve a more fulfilling Greek experience. In addition to service and philanthropy, we pride ourselves on our mission to promote cultural diversity and cultural awareness on campus and in the community.",aggiehoneys@gmail.com,https://getinvolved.tamu.edu/org/delta-xi-nu,https://getinvolved.tamu.edu/images/tamu-logo-white.png,Cultural,Helps,Addition
Delta Zeta,"The purpose of this sorority shall be to unite its members in the bonds of sincere and lasting friendship, to stimulate one another in the pursuit of knowledge, to promote the moral and social culture of its members, and to develop plans for guidance and unity in action; objects worthy of the highest aim and purpose of associated effort.",aggiedzpres@gmail.com,https://getinvolved.tamu.edu/org/delta-zeta,https://getinvolved.tamu.edu/images/tamu-logo-white.png,Members,Purpose,Lasting
"Department of Agriculture Leadership, Education and Communications Aggie Reps","The purpose of this organization shall be to represent the Department of Agricultural Leadership, Education and Communications (ALEC), The College of Agriculture and Life Sciences (COALS), and Texas A&M University (TAMU) to prospective and current students, as well as the community. ALEC Aggie Reps focus on recruitment for the ALEC Department as well as improving current student/faculty/staff relations.",tamu.alec.aggiereps@gmail.com,https://getinvolved.tamu.edu/org/478,https://getinvolved.tamu.edu/images/tamu-logo-white.png,Alec,Department,Aggie
Dermatological TAMU,"The mission of Dermatological TAMU is to provide a platform for Aggies interested in dermatology to connect and address the critical issue of health literacy related to skin health and hygiene. Utilizing a dermatologist-reviewed curriculum, the organization strives to educate K-12 and college students about skin health. Additionally, our aim is to foster a supportive and inclusive community, offering a space for Aggies to pursue their passions in dermatology while also contributing to bridging the skin health literacy gap.",dermatological.tamu@gmail.com,https://getinvolved.tamu.edu/org/2545,https://getinvolved.tamu.edu/images/tamu-logo-white.png,Health,Skin,Tamu
Desi Aggies,"Desi is a term that refers to the South Asian people and culture of the Indian subcontinent and their diaspora... India, Bangladesh, Pakistan, Nepal, and Sri Lanka. The Desi Aggies' mission is to be a bridge for all South Asian organizations to collaborate and work together complement each other to serve the south asian students at Texas A&M. This includes bridging the undergraduate organizations with the graduate student organizations for the common goal of developing desi community and promoting desi cultural diversity. We also provide a weekly inclusive opportunity for all students to meet together over a cup of chai (south asian tea), network with each other, find mutual support, and enjoy desi cultural events. The purpose of DesiAggies will also be to help those who are new from the South Asian countries to integrate into American culture, A&M, with various other student organizations, and still network together while enjoying fellowship with other students from both similar and different ethnic backgrounds.",,https://getinvolved.tamu.edu/org/desi,https://getinvolved.tamu.edu/storage/organizations/479/images/icon.png,Desi,Asian,South
Destino,"The purpose of Destino is to inform college students how they can have a personal relationship with Jesus Christ, to encourage them in their faith, and build them into leaders for Christ in a way that is culturally relevant for the Latino community on campus. We do this through bible studies, retreats, conferences, service, and leadership opportunities. Destino is open to all students. We do not focus on one specific denomination but only on the teachings of Jesus Christ.",destino.tamucs@gmail.com,https://getinvolved.tamu.edu/org/destino,https://getinvolved.tamu.edu/storage/organizations/1531/images/icon.png,Religious,Faith,Community
Developing Business Leaders,To develop critical thinking skills in driven individuals to empower their visions of change.,dbltamu@gmail.com,https://getinvolved.tamu.edu/org/dbl,https://getinvolved.tamu.edu/images/tamu-logo-white.png,Visions,Thinking,Skills
Texas A&M College of Dentistry Dental Hygiene Class of 2026,To advocate and educate its members on the importance of preventative disease by promotion of total optimal oral health in order to provide quality care to the public.,vere.p11@tamu.edu,https://getinvolved.tamu.edu/org/1256,https://getinvolved.tamu.edu/images/tamu-logo-white.png,Total,Hygiene,Advocate
Dialogue Student Association,"Our mission as DSA is fostering meaningful dialogue across diverse conversations, uniting individuals from varied backgrounds, and uncovering shared ground to forge connections among all. Through the use of teamwork, problem-solving, learning, and working together for a common goal we believe that prejudice and social tension can be eased with dialogue and greater understanding of different groups.",,https://getinvolved.tamu.edu/org/dialogue,https://getinvolved.tamu.edu/images/tamu-logo-white.png,Dialogue,Working,Diverse
Diamond Darlings,The main purpose of Diamond Darlings is to promote Aggie Baseball. We promote spirit both on campus and throughout the community.,aggiediamonddarlings@gmail.com,https://getinvolved.tamu.edu/org/diamond-darlings,https://getinvolved.tamu.edu/images/tamu-logo-white.png,Promote,Diamond,Darlings
Disability Resources,"Disability Resources staff members interact and collaborate with students, faculty and staff to promote an inclusive environment at Texas A&M University by educating the campus community and facilitating appropriate accommodations for students with disabilities.",disability@tamu.edu,https://getinvolved.tamu.edu/org/disability,https://getinvolved.tamu.edu/images/tamu-logo-white.png,Staff,Resources,Disability
Division of Student Affairs,,vpsa@tamu.edu,https://getinvolved.tamu.edu/org/dsa,https://getinvolved.tamu.edu/images/tamu-logo-white.png,Nan,Division,Affairs
DJ's of Aggieland,"At DJOA our mission is to provide a fun, collaborative, and friendly environment to teach members how to DJ, create and share electronic music, and provide opportunities for members to DJ live! No experience or application is required and we except students of all skill levels. If you are wanting to meet students that share these same interests, and are open to the possibility of make many new friends, come visit us at our next meeting!",thedjsofaggieland@gmail.com,https://getinvolved.tamu.edu/org/djoa,https://getinvolved.tamu.edu/images/tamu-logo-white.png,Share,Provide,Members
Don & Ellie Knauss Veteran Resource & Support Center,"The Veteran Resource & Support Center provides ‘application to vocation’ services support to all Aggie student veterans and military affiliated students by identifying, developing, and delivering uniquely tailored resources and programs.",aggievets@tamu.edu,https://getinvolved.tamu.edu/org/aggievets,https://getinvolved.tamu.edu/images/tamu-logo-white.png,Military,Leadership,Training
Doulos,,doulos@grace-bible.org,https://getinvolved.tamu.edu/org/doulos,https://getinvolved.tamu.edu/images/tamu-logo-white.png,Nan,Doulos,Community
Dreamcatchers Texas A&M Chapter,Dreamcatchers creates powerful connections between the younger and older generations by empowering Texas A&M students to fulfill end-of-life dreams of hospice patients.,,https://getinvolved.tamu.edu/org/dreamcatchers,https://getinvolved.tamu.edu/images/tamu-logo-white.png,Dreamcatchers,Younger,Fulfill
DSA Assessment Committee,"The Assessment Committee serves as a liaison between the Division of Student Affairs (DSA) departments and Student Affairs Planning, Assessment & Research. The Assessment Committee offers opportunities to share ideas and best practices related to assessment activities as well as sharing assessment results. The committee supports and promotes quality assessment efforts to improve programs, services, efficiencies, and effectiveness. The Assessment Committee provides professional development for committee members to equip them with resources to promote a culture of assessment within their department.",,https://getinvolved.tamu.edu/org/dsa-assessment,https://getinvolved.tamu.edu/images/tamu-logo-white.png,Research,Academic,Development
DSA Awards Committee,"The DSA Awards Committee coordinates the selection process for various Division awards including the Randy Matson Association of Former Students' Awards, the John J. Koldus Award and the DSA Awards of Distinction. Committee members plan and implement the Annual DSA Awards Presentation Program.",,https://getinvolved.tamu.edu/org/dsa-awards,https://getinvolved.tamu.edu/images/tamu-logo-white.png,Awards,Dsa,Committee
DSA Committee on Student Learning in the Co-curricular,"The Division of Student Affairs (DSA) Committee on Student Learning in the Co-Curricular (CSL) promotes the understanding, implementation, assessment, and improvement of transformative learning experiences to prepare students to become integrative and lifelong learners. In support of the DSA strategic plan and other Texas A&M priorities, CSL provides resources for staff who facilitate co-curricular learning experiences for students.",sforrester@tamu.edu,https://getinvolved.tamu.edu/org/dsa-csl,https://getinvolved.tamu.edu/images/tamu-logo-white.png,Learning,Curricular,Dsa
DSA Risk Management Coordination Committee,"The Risk Management Coordination Committee is made up of representatives from across the Division of Student Affairs. The purpose of the committee is to provide the Division with the tools to identify, assess, and mitigate risk.",,https://getinvolved.tamu.edu/org/dsa-rmcc,https://getinvolved.tamu.edu/images/tamu-logo-white.png,Risk,Committee,Management
DSA Staff Development Team,"The Staff Development Team works to enhance the competencies of professionals in the Division of Student Affairs by facilitating purposeful, innovative, and engaging activities that educate, train and develop.",,https://getinvolved.tamu.edu/org/dsa-sdt,https://getinvolved.tamu.edu/images/tamu-logo-white.png,Team,Staff,Development
DSA Staff Wellbeing & Appreciation Committee,"The Division of Student Affairs (DSA) Staff Wellbeing and Appreciation Committee (SWAC) promotes the recognition of DSA staff and creates a culture of wellbeing by encouraging staff to live a healthier lifestyle and supporting a healthy workplace. The committee is charged with planning and implementing division-wide appreciation events, including the annual Years of Service Celebration. Additionally, the committee is charged with exploring ways to encourage wellbeing through promoting existing university wellness activities and developing division-specific programs and activities aimed at staff. Utilizing the framework most used among departments within the division, the committee focuses on eight dimensions of wellbeing: emotional, spiritual, physical, environmental, financial, social, intellectual, and occupational wellbeing.",,https://getinvolved.tamu.edu/org/dsa-swac,https://getinvolved.tamu.edu/images/tamu-logo-white.png,Wellbeing,Staff,Committee
Dunn Hall Community Council,"To promote contemporary concepts in residence life, to provide a representative instrument by which all of our ideas can be shared, and to create within our campus home conditions conducive to positive social interaction, cultural achievement, and scholastic environment.",,https://getinvolved.tamu.edu/org/dunn-hall,https://getinvolved.tamu.edu/images/tamu-logo-white.png,Social,Shared,Campus
The Eckleburg Project,"The mission of The Eckleburg Project is to provide a medium for the creative writers and artists of Texas A&M University to convey their experiences as students and as individuals. We want to reward creativity in all its forms and to help the artists of A&M reach out to their peers and to their community. We believe that the students of A&M have many beautiful things to say but may not have previously had the opportunity to say them. Through art, we hope to further strengthen the bond of the Aggie Family.",theeckleburgproject@gmail.com,https://getinvolved.tamu.edu/org/theeckleburgproject,https://getinvolved.tamu.edu/images/tamu-logo-white.png,Project,Artists,Eckleburg
Ecological Integration Symposium,"The mission of the Ecological Integration Symposium Organization is to promote the integration of ecological research through an interdisciplinary event at Texas A&M University. The Ecological Integration Symposium Organization encourages the presentation of both graduate and undergraduate student research at Texas A&M University through an annual research symposium from a variety of different departments. This symposium unites Texas A&M students with world renowned researchers in the fields of ecology, evolutionary biology, and conservation. https://eeb.tamu.edu/eis/",theeis.tamu@gmail.com,https://getinvolved.tamu.edu/org/1327,https://getinvolved.tamu.edu/images/tamu-logo-white.png,Research,Academic,Development
Ecology & Evolutionary Biology Student Organization,"The purpose of the Ecology and Evolutionary Biology Interdisciplinary Student Organization (EEBISO) is to formally integrate the social, scholastic, and research activities of graduate students from multiple departments in several colleges within Texas A&M University (TAMU) that are interested in ecology and evolutionary biology. The EEBISO also serves to fulfill the mission of the EEB Interdisciplinary Research Program (EEB IDP) at TAMU, which is a faculty organized program with the intent of integrating research programs related to the sciences of ecology and evolutionary biology, increasing awareness of the importance of EEB research within TAMU, and promoting collaboration for both research and teaching in EEB disciplines.",,https://getinvolved.tamu.edu/org/eebiso,https://getinvolved.tamu.edu/images/tamu-logo-white.png,Research,Academic,Development
Ecology and Conservation Biology Graduate Student Association,"The purpose of the ECCB GSA is: 1. Create an atmosphere for ECCB graduate students to participate in social, academic, and professional pursuits. 2. Provide and coordinate professional development opportunities that will benefit graduate students in ECCB, including but not limited to, fundraising for travel grants, maintaining a supportive network of alumni, and sharing resources regarding conferences, workshops, and courses. 3. Take an active role in conservation and environmental education within the department, college, university, and local community via volunteering, outreach, and service.",eccbgsa@lists.tamu.edu,https://getinvolved.tamu.edu/org/eccb-gsa,https://getinvolved.tamu.edu/storage/organizations/487/images/icon.jpg,Graduate,Eccb,Professional
SGA Election Commission,The purpose of Election Commission is to ensure a fair and efficient election process for student leaders across campus in Fall and Spring elections.,tamuelection@gmail.com,https://getinvolved.tamu.edu/org/sga-election,https://getinvolved.tamu.edu/storage/organizations/489/images/icon.png,Election,Commission,Spring
Electrical and Computer Engineering Graduate Student Association,"Our mission is to serve the interests and address concerns of the graduate students at the Texas A&M Department of Electrical and Computer Engineering, with a focus on their professional development and quality of life. The purpose of this organization is to promote: 1. Representation - Provide graduate students in the Department of Electrical and Computer Engineering with the means to express their opinions and address issues which affect them directly, as well as broader policies which deal with the department as a whole. 2. Community - Work to build a community of scholars. Foster a climate in which all graduate students in the department feel a sense of community and belonging. Promote and enhance interaction among students, faculty, and staff. 3. Professional Development - Help to better prepare graduate students for their career after graduation, be it industry or academia. We will do all of the above in a way that works to enhance the reputation and prestige of the Department of Electrical and Computer Engineering at the local, national, and international levels.",ecegsa@tamu.edu,https://getinvolved.tamu.edu/org/ece-gsa,https://getinvolved.tamu.edu/storage/organizations/490/images/icon.png,Engineering,Technical,Innovation
The Electrochemical Society,One goal is to promote electrochemical and solid state science and technology at Texas A&M University and enrich students' lives by organizing activities and holding events such as seminars and conferences. The other goal is to commit to the professional development of the members by providing opportunities to enhance their network of contacts in academia and in industry.,,https://getinvolved.tamu.edu/org/ecs,https://getinvolved.tamu.edu/storage/organizations/2682/images/icon.jpg,Electrochemical,Goal,University
Employment & Labor Law Student Association,"Texas A&M's Employment & Labor Law Student Association seeks to expose law students to current issues in Employment & Labor Law through panel discussions and networking opportunities. As a legal field that impacts almost every single person in our community, our goal is to introduce students to different ideas and perspectives contributing to the development of current laws. We aim to support the development of future Employment & Labor Lawyers exhibiting Aggie Core Values.",,https://getinvolved.tamu.edu/org/ellse,https://getinvolved.tamu.edu/images/tamu-logo-white.png,Law,Traditions,Outreach
Engineering Humanities Club,"The purpose of Engineering Humanities Club shall be to connect engineering students that are interested in humanities inquiry and provide a space for them to engage meaningfully with the humanities through reading groups, discussions, speaker events, and other like events.",,https://getinvolved.tamu.edu/org/2820,https://getinvolved.tamu.edu/images/tamu-logo-white.png,Engineering,Technical,Innovation
Engineering Mentorship Council,"To establish an outlet for the Engineering community to learn and practice creative leadership skills through mentorship, outreach and social responsibility.",vmd2003@tamu.edu,https://getinvolved.tamu.edu/org/emc,https://getinvolved.tamu.edu/images/tamu-logo-white.png,Engineering,Technical,Innovation
Engineers for a Sustainable World,"The purpose of this organization is to create a world of environmental, social and economic prosperity through implementing engineering principles in philanthropic efforts to design, educate, and unite for the community.",tamu.esw@gmail.com,https://getinvolved.tamu.edu/org/esw,https://getinvolved.tamu.edu/storage/organizations/493/images/icon.png,Engineering,Technical,Innovation
Engineers Serving the Community,"Engineers Serving the Community (ESC) desires to improve the Texas A&M Campus and support the surrounding community through the application of engineering design skills. On top of working to improve campus sustainability and safety, ESC seeks to use engineering skills to support local non-profit organizations and individuals in need.",esctamu.president@gmail.com,https://getinvolved.tamu.edu/org/esc,https://getinvolved.tamu.edu/storage/organizations/494/images/icon.png,Engineering,Technical,Innovation
Engineers Without Borders,"EWB-TAMU delivers sustainable and innovative solutions to real-world problems in order to empower international communities by offering opportunities for the students of Texas A&M University to: Manage international engineering projects, Develop relationships with members of other cultures, Create engineering designs, Lead the implementation of those designs, and Initiate the supporting functions of the projects: fundraising, manage finances and establish relationships with faculty and donors It is our belief that we can create a symbiotic relationship with our members by building the organization throughout the development of those involved. In light of our goals to expand EWB-TAMU into various areas of engineering, it is imperative that we develop our existence throughout the Dwight Look College of Engineering here at Texas A&M. We are always striving to invest our full capacity towards the community and students that we serve.",president@ewb-tamu.org,https://getinvolved.tamu.edu/org/ewb,https://getinvolved.tamu.edu/images/tamu-logo-white.png,Engineering,Technical,Innovation
The English Graduate Student Association,"The goal of the EGSA is to provide leadership and organization for the English graduate student body. Each semester we hold monthly meetings, as well as host periodic fundraisers, philanthropic activities, guest speakers and social events that aim to foster friendship, professionalism, and scholarship. The EGSA also works with English department committees such as the Executive Committee, the English Graduate Committee, the Hiring Committee and the Graduate Office Committee in order to gain valuable experience and knowledge of department administrative procedures and to prepare students for their academic responsibilities after graduation. Preparing students for their graduate work and for achieving their professional goals are the organization's primary endeavors.",savannahpayne@tamu.edu,https://getinvolved.tamu.edu/org/egsa,https://getinvolved.tamu.edu/images/tamu-logo-white.png,Graduate,Committee,English
ENGR TA Organization,"TAO's mission is to bolster and facilitate student, peer tutor, volunteer, and professor communication by hosting large scale reviews for course material, exams, and finals in collaboration with Engineering Professors for introductory Engineering coursework. On top of this, TAO seeks to facilitate communication by consolidating course questions and announcements into a server managed by the TAO team in collaboration with professor supervisors and TAO leadership. We will provide volunteer opportunities for students to become tutors, for peer tutors to participate in review and event planning, and to professors to communicate with and get to know their students effectively.",taoengr@gmail.com,https://getinvolved.tamu.edu/org/tao,https://getinvolved.tamu.edu/storage/organizations/1469/images/icon.png,Engineering,Technical,Innovation
EnMED Health Innovations,The purpose of Health Innovations Seminar is to position EnMed as the academic hub of health innovation in the TMC and beyond.,,https://getinvolved.tamu.edu/org/1258,https://getinvolved.tamu.edu/images/tamu-logo-white.png,Health,Innovations,Enmed
Entomology Graduate Student Organization,"To foster the interests of the graduate students of the Department of Entomology, promote and support academic and social activities of interest to graduate students, and serve as liaison between the faculty and staff of the Department of Entomology and other related organizations, and the graduate students.",entograds@gmail.com,https://getinvolved.tamu.edu/org/egso,https://getinvolved.tamu.edu/images/tamu-logo-white.png,Graduate,Entomology,Department
Entrepreneurial Leadership Association,"Our mission is to foster a tight-knit, empowering community of aspiring entrepreneurial leaders in the MS-ENLD program. The organization supports personal and professional growth by organizing social events, providing service opportunities, and facilitating campus partnerships. We aim to leverage our collective intellect, creativity, and entrepreneurial spirit to create positive impacts, both within our program and amongst the broader community.",enla.tamu@gmail.com,https://getinvolved.tamu.edu/org/enla,https://getinvolved.tamu.edu/images/tamu-logo-white.png,Entrepreneurial,Program,Community
